name,planet_status,mass,radius,orbital_period,semi_major_axis,eccentricity,detection_type,star_name,star_mass,star_radius,star_teff,star_metallicity,star_distance,star_sp_type,discovered,updated,publication
Elias 2-27 b,Confirmed,9.885799999999952,0.219,10.924709,13.465749999999817,0.062,"Imaging, Other",Elias 2-27,0.5,2.3,3850.0,-0.476,115.0,M0,2017,2024-10-24,Published in a refereed paper
EPIC 205084841 b,Confirmed,0.3883,1.561,11.310099,0.104,0.062,Primary Transit,EPIC 205084841,0.85,1.431,5091.0,0.019,843.771,K0IV-V,2016,2024-07-14,Published in a refereed paper
eps CrB Ab,Confirmed,0.37,0.219,417.9,1.3,0.11,Radial Velocity,eps CrB A,1.7,21.0,4406.0,-0.094,67.9,K2III,2012,2024-07-28,Published in a refereed paper
eps Eridani b,Confirmed,0.98,0.219,2674.0,3.53,0.06,Radial Velocity,eps Eridani,0.83,0.895,5116.0,-0.13,6.322375,K2 V,2000,2025-03-03,Published in a refereed paper
eps Ind Ab,Confirmed,2.96,0.219,6979.699999999986,11.08,0.42,Radial Velocity,eps Ind A,0.762,0.738,4611.0,-0.134,6.322375,K5V,2018,2024-09-25,Published in a refereed paper
eps Ret Ab,Confirmed,0.37,0.219,415.2,1.16,0.058,Radial Velocity,eps Ret A,1.2,6.6,4749.0,0.22,18.1,K2IIII-Va,2000,2024-07-29,Published in a refereed paper
eps Tau b,Confirmed,0.37,0.219,594.9,1.9,0.151,Radial Velocity,eps Tau,2.7,13.7,4901.0,0.17,45.0,K0 III,2007,2016-02-01,Published in a refereed paper
eta2 Hyi b,Confirmed,0.37,0.219,711.0,1.89,0.4,Radial Velocity,eta2 Hyi,1.91,13.0,4975.0,-0.21,66.5,G8.5 III,2005,2024-05-28,Published in a refereed paper
eta Cet b,Confirmed,0.37,0.219,403.5,1.27,0.13,Radial Velocity,eta Cet,1.7,14.3,4528.0,0.12,38.0,K1III,2014,2015-08-21,Published in a refereed paper
eta Cet c,Confirmed,0.37,0.219,751.9,1.93,0.1,Radial Velocity,eta Cet,1.7,14.3,4528.0,0.12,38.0,K1III,2014,2015-08-21,Published in a refereed paper
FN Lyr b,Confirmed,0.37,0.219,794.8,1.88,0.28,Timing,FN Lyr,1.406,1.739,6745.0,-0.14,3026.25,F2V,2014,2024-07-31,Published in a refereed paper
G 192-15 b,Confirmed,0.37,0.219,2.27476,0.01723,0.0,Radial Velocity,G 192-15,0.141,0.17,2999.0,,9.531,M6V,2025,2025-03-21,Published in a refereed paper
G 192-15 c,Confirmed,0.37,0.219,1219.0,1.137,0.676,Radial Velocity,G 192-15,0.141,0.17,2999.0,,9.531,M6V,2025,2025-03-21,Published in a refereed paper
G 261-6 b,Confirmed,0.37,0.219,5.4536,0.02971,0.0,Radial Velocity,G 261-6,0.125,0.153,2907.0,,10.6267,M6V,2025,2025-03-21,Published in a refereed paper
G 264-012 b,Confirmed,0.37,0.219,2.30538,0.02279,0.062,Radial Velocity,G 264-012,0.297,0.305,3326.0,0.1,15.986,M4.0V,2021,2021-05-31,Published in a refereed paper
G 264-012 c,Confirmed,0.37,0.219,8.0518,0.0525,0.062,Radial Velocity,G 264-012,0.297,0.305,3326.0,0.1,15.986,M4.0V,2021,2021-05-31,Published in a refereed paper
G 268-110 b,Confirmed,0.37,0.219,1.43263,0.01283,0.0,Radial Velocity,G 268-110,0.139,0.177,5540.0,,9.77,M6V,2025,2025-03-21,Published in a refereed paper
G 9-40 b,Confirmed,0.013,0.17,5.7459982,0.0418,0.0,Primary Transit,G 9-40,0.29,0.31,3348.0,0.04,27.93,M2.5 V,2019,2022-08-16,Published in a refereed paper
Gaia-1 b,Confirmed,1.68,1.229,3.042524,0.04047,0.062,Primary Transit,Gaia-1,0.93,0.962,5370.0,,368.3,Unknown,2021,2022-07-06,Published in a refereed paper
Gaia22dkv b,Confirmed,0.5,0.219,10.924709,1.63,0.062,Microlensing,Gaia22dkv,1.24,0.96,5540.0,,1350.0,Unknown,2023,2023-09-11,Published in a refereed paper
Gaia-2 b,Confirmed,0.773,1.327,3.6915237,0.0467,0.346,Primary Transit,Gaia-2,1.0,1.064,5720.0,,207.2,Unknown,2021,2022-07-06,Published in a refereed paper
Gaia-3 Ab,Confirmed,7.3,0.219,297.6,0.799,0.948,Astrometry,Gaia-3 A,0.705,0.69,4300.0,0.12,35.37,K7V,2023,2024-11-21,Published in a refereed paper
Gaia-4 b,Confirmed,9.885799999999952,0.219,571.3,0.102,0.338,"Astrometry, Radial Velocity",Gaia-ASOI-047,0.639188,0.96,5540.0,,395.297,Unknown,2024,2024-10-10,Published in a refereed paper
Gaia EDR3 2077240046296834304 b,Confirmed,0.37,0.81,4.99671123,0.032,0.062,Primary Transit,Gaia EDR3 2077240046296834304,0.749,0.72,4410.0,0.32,1000.0,Unknown,2021,2021-12-15,Published in a refereed paper
GALEX 0718+3731 b,Confirmed,3.6,0.219,0.5700292145,0.012,0.062,Other,GALEX 0718+3731,1.27,0.01,42065.0,,85.0,DC,2024,2024-09-29,Published in a refereed paper
gamma Lib b,Confirmed,0.37,0.219,415.2,1.2397,0.25,Radial Velocity,gamma Lib,1.47,11.1,4822.0,-0.3,50.2,K0III,2018,2024-08-06,Published in a refereed paper
gamma Lib c,Confirmed,0.37,0.219,964.6,2.1761,0.054,Radial Velocity,gamma Lib,1.47,11.1,4822.0,-0.3,50.2,K0III,2018,2024-08-06,Published in a refereed paper
gam Psc b,Confirmed,0.37,0.219,555.1,1.32,0.2,Radial Velocity,gam Psc,0.95,0.96,5540.0,,395.297,G9 III,2021,2021-12-17,Published in a refereed paper
GJ 1002 b,Confirmed,0.37,0.219,10.3465,0.0457,0.062,Radial Velocity,GJ 1002,0.95,0.96,5540.0,,6.322375,M5.5V,2022,2022-11-28,Published in a refereed paper
GJ 1002 c,Confirmed,0.37,0.219,20.202,0.0738,0.062,Radial Velocity,GJ 1002,0.95,0.96,5540.0,,6.322375,M5.5V,2022,2022-11-28,Published in a refereed paper
GJ 1018 b,Confirmed,0.00843,0.1356,7.397225,0.0559,0.062,Primary Transit,GJ 1018,0.427,0.428,3433.0,-0.39,22.075,M2,2023,2023-05-11,Published in a refereed paper
GJ 1061 b,Confirmed,0.37,0.219,3.204,0.021,0.31,Radial Velocity,GJ 1061,0.12,0.156,2953.0,-0.08,6.322375,M5.5V,2019,2024-07-09,Published in a refereed paper
GJ 1061 c,Confirmed,0.37,0.219,6.689,0.035,0.29,Radial Velocity,GJ 1061,0.12,0.156,2953.0,-0.08,6.322375,M5.5V,2019,2024-07-09,Published in a refereed paper
GJ 1061 d,Confirmed,0.37,0.219,12.434,0.052,0.54,Radial Velocity,GJ 1061,0.12,0.156,2953.0,-0.08,6.322375,M5.5V,2019,2024-07-09,Published in a refereed paper
GJ 1132 b,Confirmed,0.0052841500000000005,0.1035,1.628931,0.0154,0.0,Primary Transit,GJ 1132,0.181,0.207,3270.0,-0.12,12.04,M3.5,2015,2023-11-22,Published in a refereed paper
GJ 1132 c,Confirmed,0.37,0.219,8.929,0.0476,0.27,Radial Velocity,GJ 1132,0.181,0.207,3270.0,-0.12,12.04,M3.5,2018,2019-06-26,Published in a refereed paper
GJ 1151 c,Confirmed,0.37,0.219,389.7,0.5714,0.062,Radial Velocity,GJ 1151,0.1639,0.1781,3280.0,-0.12,8.0426,M4.5V,2023,2024-12-27,Published in a refereed paper
GJ 1214 b,Confirmed,0.02571,0.24463,1.580404497,0.01411,0.27,Primary Transit,GJ 1214,0.15,0.216,3026.0,0.39,13.0,M,2009,2022-09-09,Published in a refereed paper
GJ 1252 b,Confirmed,0.0052841500000000005,0.1053,0.5700292145,0.012,0.062,Primary Transit,GJ 1252,0.381,0.391,3458.0,0.1,20.38,Unknown,2018,2022-08-22,Published in a refereed paper
GJ 1265 b,Confirmed,0.37,0.219,3.6511,0.026,0.04,Radial Velocity,GJ 1265,0.178,0.192,3236.0,-0.04,10.255,M4.5V,2018,2018-10-18,Published in a refereed paper
GJ 1289 b,Confirmed,0.37,0.219,111.74,0.27,0.0,Radial Velocity,GJ 1289,0.21,0.245,3175.0,0.02,8.86,M4.5Ve,2024,2024-06-18,Published in a refereed paper
GJ 143 b,Confirmed,0.0714,0.2329,35.61253,0.1932,0.188,Primary Transit,GJ 143,0.76,0.73,4640.0,0.003,16.33,K4.5V,2018,2024-07-12,Published in a refereed paper
GJ 143 c,Confirmed,0.01164,0.07958,7.78993,0.0695,0.062,Primary Transit,GJ 143,0.76,0.73,4640.0,0.003,16.33,K4.5V,2018,2025-02-19,Published in a refereed paper
GJ 15 Ab,Confirmed,0.37,0.219,11.4407,0.072,0.094,Radial Velocity,GJ 15 A,0.375,0.3863,3567.0,-0.32,6.322375,M2V,2014,2024-07-28,Published in a refereed paper
GJ 15 Ac,Confirmed,0.37,0.219,6979.699999999986,5.4,0.27,Radial Velocity,GJ 15 A,0.375,0.3863,3567.0,-0.32,6.322375,M2V,2018,2024-07-28,Published in a refereed paper
GJ 160.2 b,Confirmed,0.37,0.219,9.7471,0.079,0.02,Radial Velocity,GJ 160.2,0.69,0.96,4347.0,,395.297,M0V,2014,2019-06-14,Published in a refereed paper
GJ 163 b,Confirmed,0.37,0.219,8.6312,0.06,0.02,Radial Velocity,GJ 163,0.4,0.96,5540.0,,15.0,M3.5,2012,2019-06-14,Published in a refereed paper
GJ 163 c,Confirmed,0.37,0.219,25.637,0.124,0.03,Radial Velocity,GJ 163,0.4,0.96,5540.0,,15.0,M3.5,2012,2025-06-10,Published in a refereed paper
GJ 163 d,Confirmed,0.37,0.219,604.0,1.021,0.02,Radial Velocity,GJ 163,0.4,0.96,5540.0,,15.0,M3.5,2013,2019-06-14,Published in a refereed paper
GJ 176 b,Confirmed,0.37,0.219,8.7748,0.066,0.08,Radial Velocity,GJ 176,0.49,0.53,5540.0,-0.1,9.42,M2.5V,2007,2019-06-14,Submitted to a professional journal
GJ 176 c,Confirmed,0.37,0.219,28.586,0.146,0.02,Radial Velocity,GJ 176,0.49,0.53,5540.0,-0.1,9.42,M2.5V,2019,2025-04-16,Published in a refereed paper
GJ 179 b,Confirmed,0.37,0.219,2288.0,2.41,0.21,Radial Velocity,GJ 179,0.357,0.38,3370.0,0.3,12.3,M3.5,2010,2019-06-20,Published in a refereed paper
GJ 179 c,Confirmed,0.37,0.219,3.4798,0.032,0.04,Radial Velocity,GJ 179,0.357,0.38,3370.0,0.3,12.3,M3.5,2019,2019-06-20,Published in a refereed paper
GJ 180 b,Confirmed,0.37,0.219,17.132,0.092,0.02,Radial Velocity,GJ 180,0.43,0.96,3371.0,,395.297,M2V,2014,2021-03-29,Published in a refereed paper
GJ 180 c,Confirmed,0.37,0.219,24.329,0.129,0.09,Radial Velocity,GJ 180,0.43,0.96,3371.0,,395.297,M2V,2014,2014-05-25,Published in a refereed paper
GJ 180 d,Confirmed,0.37,0.219,106.341,0.31,0.16,Radial Velocity,GJ 180,0.43,0.96,3371.0,,395.297,M2V,2020,2021-03-29,Published in a refereed paper
GJ 2030 Ab,Confirmed,0.37,0.219,10.924709,0.034,0.246,Radial Velocity,GJ 2030 A,0.96,2.24,5485.0,-0.4,37.0788,G5IV,2022,2025-02-11,Published in a refereed paper
GJ 2030 Ac,Confirmed,9.885799999999952,0.219,6979.699999999986,13.465749999999817,0.045,Astrometry,GJ 2030 A,0.96,2.24,5485.0,-0.4,37.0788,G5IV,2022,2024-07-30,Published in a refereed paper
GJ 2056 b,Confirmed,0.37,0.219,69.971,0.283,0.72,Radial Velocity,GJ 2056,0.62,0.7497,4002.0,,28.443,M0V,2020,2020-08-19,Published in a refereed paper
GJ 2056 c,Confirmed,0.37,0.219,2982.394,3.453,0.81,Radial Velocity,GJ 2056,0.62,0.7497,4002.0,,28.443,M0V,2020,2020-08-19,Published in a refereed paper
GJ 2126 b,Confirmed,0.37,0.219,272.7,0.71,0.85,Radial Velocity,GJ 2126,0.65,0.728,4159.0,0.6,38.13,M0V,2025,2025-02-02,Published in a refereed paper
GJ 229 c,Confirmed,0.37,0.219,523.242,0.896,0.17,Radial Velocity,GJ 229,0.544,0.548,3564.0,,6.322375,M1V,2014,2025-02-28,Published in a refereed paper
GJ 229 d,Confirmed,0.37,0.219,122.005,0.339,0.29,Radial Velocity,GJ 229,0.544,0.548,3564.0,,6.322375,M1V,2020,2025-02-28,Published in a refereed paper
GJ 238 b,Confirmed,0.37,0.066985,1.7446999,0.02123,0.062,Primary Transit,GJ 238,0.42,0.566,3485.0,0.15,15.216,Unknown,2024,2024-05-27,Published in a refereed paper
GJ 251 b,Confirmed,0.37,0.219,14.238,0.0818,0.1,Radial Velocity,GJ 251,0.36,0.364,3451.0,-0.03,6.581,M3.0V,2017,2023-07-24,Published in a refereed paper
GJ 27.1 b,Confirmed,0.37,0.219,15.819,0.101,0.08,Radial Velocity,GJ 27.1,0.53,0.96,3542.0,,395.297,M0.5V,2014,2014-05-25,Published in a refereed paper
GJ 3021 Ab,Confirmed,0.37,0.219,133.71,0.49,0.51,Radial Velocity,GJ 3021 A,0.9,0.9,5540.0,0.1,17.62,G6V,2000,2025-03-24,Published in a refereed paper
GJ 3082 b,Confirmed,0.37,0.219,11.942,0.079,0.26,Radial Velocity,GJ 3082,0.47,0.96,5540.0,,16.63,M3V,2020,2021-03-29,Published in a refereed paper
GJ 3090 b,Confirmed,0.01051,0.19,2.8531054,0.03165,0.18,Primary Transit,GJ 3090,0.519,0.516,3556.0,-0.06,22.444,Unknown,2022,2022-07-29,Published in a refereed paper
GJ 3138 b,Confirmed,0.37,0.219,5.974,0.057,0.11,Radial Velocity,GJ 3138,0.681,0.5,3717.0,-0.3,395.297,M0,2017,2017-03-21,Published in a refereed paper
GJ 3138 c,Confirmed,0.37,0.219,1.22003,0.0197,0.19,Radial Velocity,GJ 3138,0.681,0.5,3717.0,-0.3,395.297,M0,2017,2017-03-21,Published in a refereed paper
GJ 3138 d,Confirmed,0.37,0.219,257.8,0.698,0.32,Radial Velocity,GJ 3138,0.681,0.5,3717.0,-0.3,395.297,M0,2017,2017-03-21,Published in a refereed paper
GJ 317 b,Confirmed,0.37,0.219,695.66,1.151,0.07,Radial Velocity,GJ 317,0.42,0.96,3510.0,0.36,15.1,M3.5,2007,2021-04-14,Published in a refereed paper
GJ 317 c,Confirmed,0.37,0.219,6739.323,5.23,0.17,Radial Velocity,GJ 317,0.42,0.96,3510.0,0.36,15.1,M3.5,2007,2021-04-14,Submitted to a professional journal
GJ 3222 Ab,Confirmed,0.37,0.219,10.7,0.091,0.913,Radial Velocity,GJ 3222 A,0.86,0.96,5257.46,0.16,17.692,K0V,2022,2024-09-28,Published in a refereed paper
GJ 328 b,Confirmed,0.37,0.219,4100.0,4.5,0.37,Radial Velocity,GJ 328,0.69,0.96,3900.0,0.0,19.8,K7,2013,2014-08-29,Published in a refereed paper
GJ 328 c,Confirmed,0.37,0.219,241.8,0.657,0.062,Radial Velocity,GJ 328,0.69,0.96,3900.0,0.0,19.8,K7,2023,2023-06-14,Published in a refereed paper
GJ 3293 b,Confirmed,0.37,0.219,30.5987,0.14339,0.06,Radial Velocity,GJ 3293,0.42,0.404,3466.0,0.02,17.9,M2.5,2014,2017-03-18,Published in a refereed paper
GJ 3293 c,Confirmed,0.37,0.219,122.6196,0.36175,0.11,Radial Velocity,GJ 3293,0.42,0.404,3466.0,0.02,17.9,M2.5,2014,2019-05-17,Published in a refereed paper
GJ 3293 d,Confirmed,0.37,0.219,48.1345,0.194,0.12,Radial Velocity,GJ 3293,0.42,0.404,3466.0,0.02,17.9,M2.5,2014,2017-03-17,Published in a refereed paper
GJ 3293 e,Confirmed,0.37,0.219,13.2543,0.0821,0.21,Radial Velocity,GJ 3293,0.42,0.404,3466.0,0.02,17.9,M2.5,2017,2017-03-17,Published in a refereed paper
GJ 3323 b,Confirmed,0.37,0.219,5.3636,0.03282,0.23,Radial Velocity,GJ 3323,0.164,0.119,3159.0,-0.27,395.297,M4,2017,2017-03-21,Published in a refereed paper
GJ 3323 c,Confirmed,0.37,0.219,40.54,0.1264,0.17,Radial Velocity,GJ 3323,0.164,0.119,3159.0,-0.27,395.297,M4,2017,2017-03-21,Published in a refereed paper
GJ 3341 b,Confirmed,0.37,0.219,14.207,0.089,0.31,Radial Velocity,GJ 3341,0.47,0.349,3526.0,-0.09,23.1,M2.5,2014,2024-01-15,Published in a refereed paper
GJ 338 Bb,Confirmed,0.37,0.219,24.435,0.142,0.097,Radial Velocity,GJ 338 B,0.64,0.58,4005.0,-0.03,6.334,M0V,2020,2024-07-28,Published in a refereed paper
GJ 341 b,Confirmed,0.0052841500000000005,0.0821,7.576863,0.0608,0.062,Primary Transit,GJ 341,0.522,0.525,3745.0,,10.454,M1V,2023,2024-06-13,Published in a refereed paper
GJ 3470 b,Confirmed,0.0437,0.38826,3.336649,0.03557,0.019,Primary Transit,GJ 3470,0.51,0.48,3652.0,0.2,30.7,M1.5,2012,2024-07-20,Published in a refereed paper
GJ 3473 Ab,Confirmed,0.00585,0.11277,1.1980035,0.01589,0.0,Primary Transit,GJ 3473 A,0.36,0.364,3347.0,0.11,27.39,M4V,2020,2025-03-12,Published in a refereed paper
GJ 3473 Ac,Confirmed,0.37,0.219,15.509,0.0876,0.0,Radial Velocity,GJ 3473 A,0.36,0.364,3347.0,0.11,27.39,M4V,2020,2025-03-12,Published in a refereed paper
GJ 3512 b,Confirmed,0.37,0.219,203.69,0.337,0.44,Radial Velocity,GJ 3512,0.123,0.139,3081.0,-0.07,9.489,M5.5V,2019,2020-11-25,Published in a refereed paper
GJ 3512 c,Confirmed,0.37,0.219,1599.6,1.292,0.0183,Radial Velocity,GJ 3512,0.123,0.139,3081.0,-0.07,9.489,M5.5V,2019,2020-11-25,Published in a refereed paper
GJ 357 b,Confirmed,0.006566,0.10411,3.93086,0.033,0.047,Primary Transit,GJ 357,0.342,0.337,3505.0,-0.12,9.444,M2.5 V,2019,2020-07-21,Published in a refereed paper
GJ 357 c,Confirmed,0.37,0.219,9.1246,0.0607,0.072,Radial Velocity,GJ 357,0.342,0.337,3505.0,-0.12,9.444,M2.5 V,2019,2019-09-04,Published in a refereed paper
GJ 357 d,Confirmed,0.37,0.219,55.698,0.204,0.033,Radial Velocity,GJ 357,0.342,0.337,3505.0,-0.12,9.444,M2.5 V,2019,2019-09-04,Published in a refereed paper
GJ 3634 b,Confirmed,0.026,0.219,2.64561,0.0287,0.08,Radial Velocity,GJ 3634,0.453,0.456,3517.0,,20.3779,M2.5V,2011,2012-09-10,Published in a refereed paper
GJ 367  b,Confirmed,0.0052841500000000005,0.066985,0.5700292145,0.012,0.1,Primary Transit,GJ 367,0.454,0.457,3522.0,-0.01,9.41,M1,2021,2024-03-24,Published in a refereed paper
GJ 367 c,Confirmed,0.37,0.219,11.53,0.102,0.09,Radial Velocity,GJ 367,0.454,0.457,3522.0,-0.01,9.41,M1,2023,2023-07-19,Published in a refereed paper
GJ 367 d,Confirmed,0.37,0.219,34.369,0.102,0.14,Radial Velocity,GJ 367,0.454,0.457,3522.0,-0.01,9.41,M1,2023,2023-09-17,Published in a refereed paper
GJ 3779 b,Confirmed,0.37,0.219,3.0232,0.026,0.07,Radial Velocity,GJ 3779,0.27,0.281,3324.0,0.0,13.748,M4V C,2018,2018-10-18,Published in a refereed paper
GJ 3929 b,Confirmed,0.0052841500000000005,0.1026,2.6162745,0.02569,0.062,Primary Transit,GJ 3929,0.309,0.35,3369.0,0.0,15.83,M3.5V,2022,2022-02-03,Published in a refereed paper
GJ 3929 c,Confirmed,0.37,0.219,14.303,0.078,0.062,Radial Velocity,GJ 3929,0.309,0.35,3369.0,0.0,15.83,M3.5V,2022,2022-02-03,Published in a refereed paper
GJ 393 b,Confirmed,0.37,0.219,7.02679,0.05402,0.062,Radial Velocity,GJ 393,0.426,0.426,3579.0,-0.09,7.0375,M2.0V,2021,2021-05-31,Published in a refereed paper
GJ 3942 b,Confirmed,0.37,0.219,6.905,0.0608,0.121,Radial Velocity,GJ 3942,0.63,0.61,3867.0,-0.04,16.93,M0,2017,2017-09-21,Published in a refereed paper
GJ 3988 b,Confirmed,0.37,0.219,6.9442,0.0405,0.0,Radial Velocity,GJ 3988,0.1842,0.19734,3273.0,-0.12,9.9081,M4.5V,2023,2023-10-11,Published in a refereed paper
GJ 3998 b,Confirmed,0.37,0.219,2.65033,0.03,0.0,Radial Velocity,GJ 3998,0.5,0.49,3722.0,-0.16,17.8,M1,2016,2025-02-06,Published in a refereed paper
GJ 3998 c,Confirmed,0.37,0.219,13.73,0.09,0.049,Radial Velocity,GJ 3998,0.5,0.49,3722.0,-0.16,17.8,M1,2016,2025-02-06,Published in a refereed paper
GJ 3998 d,Confirmed,0.37,0.219,41.78,0.189,0.0,Radial Velocity,GJ 3998,0.5,0.49,3722.0,-0.16,17.8,M1,2025,2025-03-10,Published in a refereed paper
GJ 414 Ab,Confirmed,0.37,0.2632,50.817,0.24,0.48,Radial Velocity,GJ 414 A,0.65,0.68,4120.0,0.24,11.893,K7V,2020,2024-07-31,Published in a refereed paper
GJ 414 Ac,Confirmed,0.37,0.7833,748.3,1.43,0.093,Radial Velocity,GJ 414 A,0.65,0.68,4120.0,0.24,11.893,K7V,2020,2024-07-31,Published in a refereed paper
GJ 4276 b,Confirmed,0.37,0.219,13.35,0.082,0.043,Radial Velocity,GJ 4276,0.406,0.407,3387.0,0.12,21.35,M4,2018,2019-09-11,Published in a refereed paper
GJ 4276 c,Confirmed,0.37,0.219,6.675,0.052,0.07,Radial Velocity,GJ 4276,0.406,0.407,3387.0,0.12,21.35,M4,2018,2019-09-11,Published in a refereed paper
GJ 433 b,Confirmed,0.37,0.219,7.3708,0.062,0.02,Radial Velocity,GJ 433,0.48,0.96,3600.0,-0.22,9.04,M1.5,2009,2020-01-10,Published in a refereed paper
GJ 433 c,Confirmed,0.37,0.219,4874.0,4.692,0.21,Radial Velocity,GJ 433,0.48,0.96,3600.0,-0.22,9.04,M1.5,2012,2020-01-10,Published in a refereed paper
GJ 433 d,Confirmed,0.37,0.219,36.052,0.178,0.03,Radial Velocity,GJ 433,0.48,0.96,3600.0,-0.22,9.04,M1.5,2020,2023-08-30,Published in a refereed paper
GJ 436 b,Confirmed,0.05836,0.32519,2.64394,0.02887,0.1912,Radial Velocity,GJ 436,0.452,0.464,3684.0,-0.32,10.2,M2.5,2004,2024-06-04,Published in a refereed paper
GJ 463 b,Confirmed,3.6,0.219,3448.0,3.53,0.09,Radial Velocity,GJ 463,0.49,0.49,3540.0,,18.365,M3V,2022,2023-01-25,Published in a refereed paper
GJ 480 b,Confirmed,0.37,0.219,9.5536,0.068,0.1,Radial Velocity,GJ 480,0.453,0.456,3381.0,,14.236,M3.5V,2020,2025-02-12,Published in a refereed paper
GJ 480 c,Confirmed,0.37,0.219,6.4349,0.052,0.062,Radial Velocity,GJ 480,0.453,0.456,3381.0,,14.236,M3.5V,2025,2025-02-12,Published in a refereed paper
GJ 486 b,Confirmed,0.00887,0.11643,1.467119,0.01734,0.05,Primary Transit,GJ 486,0.323,0.328,3340.0,0.07,8.0761,M3.5V,2021,2023-05-02,Published in a refereed paper
GJ 504  b,Confirmed,4.0,0.96,10.924709,13.465749999999817,0.062,Imaging,GJ 504,1.22,0.96,6291.0,0.27,17.56,G0V,2013,2025-01-05,Published in a refereed paper
GJ 536 b,Confirmed,0.37,0.219,8.7076,0.06661,0.08,Radial Velocity,GJ 536,0.52,0.5,3685.0,-0.08,10.03,M1,2016,2017-04-02,Published in a refereed paper
GJ 581 b,Confirmed,0.0645,0.219,5.368,0.041,0.022,Radial Velocity,GJ 581,0.31,0.3,3498.0,-0.135,6.322375,M2.5V,2005,2024-07-17,Published in a refereed paper
GJ 581 c,Confirmed,0.02143,0.219,12.919,0.074,0.087,Radial Velocity,GJ 581,0.31,0.3,3498.0,-0.135,6.322375,M2.5V,2007,2024-07-17,Published in a refereed paper
GJ 581 e,Confirmed,0.0078,0.219,3.153,0.029,0.125,Radial Velocity,GJ 581,0.31,0.3,3498.0,-0.135,6.322375,M2.5V,2009,2024-07-17,Published in a refereed paper
GJ 625 b,Confirmed,0.37,0.219,14.638,0.078399,0.13,Radial Velocity,GJ 625,0.3,0.31,3499.0,-0.38,6.49,M2,2017,2017-05-19,Published in a refereed paper
GJ 649 b,Confirmed,0.37,0.219,598.3,1.135,0.3,Radial Velocity,GJ 649,0.54,0.96,3700.0,0.08,10.34,M1.5,2009,2016-02-23,Published in a refereed paper
GJ 649 c,Confirmed,0.37,0.219,4.4762,0.043,0.2,Radial Velocity,GJ 649,0.54,0.96,3700.0,0.08,10.34,M1.5,2013,2016-02-23,Published in a refereed paper
GJ 667 Cb,Confirmed,0.37,0.219,7.2004,0.0505,0.13,Radial Velocity,GJ 667 C,0.33,0.96,3600.0,-0.55,6.84,M1.5V,2009,2024-07-29,Published in a refereed paper
GJ 667 Cc,Confirmed,0.37,0.219,28.14,0.125,0.02,Radial Velocity,GJ 667 C,0.33,0.96,3600.0,-0.55,6.84,M1.5V,2011,2024-07-29,Published in a refereed paper
GJ 667 Ce,Confirmed,0.37,0.219,62.24,0.213,0.02,Radial Velocity,GJ 667 C,0.33,0.96,3600.0,-0.55,6.84,M1.5V,2013,2024-07-29,Published in a refereed paper
GJ 667 Cf,Confirmed,0.37,0.219,39.026,0.156,0.03,Radial Velocity,GJ 667 C,0.33,0.96,3600.0,-0.55,6.84,M1.5V,2013,2024-07-29,Published in a refereed paper
GJ 667 Cg,Confirmed,0.37,0.219,256.2,0.549,0.08,Radial Velocity,GJ 667 C,0.33,0.96,3600.0,-0.55,6.84,M1.5V,2013,2024-07-29,Published in a refereed paper
GJ 674 b,Confirmed,0.37,1.13,4.6944,0.039,0.07,Radial Velocity,GJ 674,0.35,0.96,3600.0,-0.28,6.322375,M2.5,2007,2019-06-13,Published in a refereed paper
GJ 676 Ab,Confirmed,5.792,0.219,1051.4,1.735,0.319,"Radial Velocity, Astrometry",GJ 676 A,0.71,0.96,5540.0,0.23,16.45,M0V,2009,2024-07-29,Submitted to a professional journal
GJ 676 Ad,Confirmed,0.37,0.219,3.6,0.0413,0.15,Radial Velocity,GJ 676 A,0.71,0.96,5540.0,0.23,16.45,M0V,2012,2024-07-29,Published in a refereed paper
GJ 676 Ae,Confirmed,0.37,0.219,35.37,0.187,0.24,Radial Velocity,GJ 676 A,0.71,0.96,5540.0,0.23,16.45,M0V,2012,2024-07-29,Published in a refereed paper
GJ 682 b,Confirmed,0.37,0.219,17.478,0.08,0.08,Radial Velocity,GJ 682,0.27,0.96,3028.0,,395.297,M3.5V,2014,2014-05-25,Published in a refereed paper
GJ 682 c,Confirmed,0.37,0.219,57.32,0.176,0.1,Radial Velocity,GJ 682,0.27,0.96,3028.0,,395.297,M3.5V,2014,2014-05-25,Published in a refereed paper
GJ 685 b,Confirmed,0.37,0.219,24.16,0.1344,0.062,Radial Velocity,GJ 685,0.55,0.54,3816.0,-0.15,14.42,M0.5,2019,2019-03-29,Published in a refereed paper
GJ 687 b,Confirmed,0.37,0.219,38.142,0.163,0.17,Radial Velocity,GJ 687,0.413,0.4183,3413.0,,6.322375,M3.5V,2014,2021-04-10,Published in a refereed paper
GJ 687 c,Confirmed,0.37,0.219,727.562,1.165,0.4,Radial Velocity,GJ 687,0.413,0.4183,3413.0,,6.322375,M3.5V,2020,2020-08-19,Published in a refereed paper
GJ 720 Ab,Confirmed,0.37,0.219,19.47,0.119,0.1,Radial Velocity,GJ 720 A,0.57,0.56,3837.0,-0.14,15.557,M0.5V,2021,2024-06-13,Published in a refereed paper
GJ 724 b,Confirmed,0.37,0.219,5.101284,0.04685,0.577,Radial Velocity,GJ 724,0.5271,0.52226,3799.0,-0.02,16.9949,M1V,2023,2023-10-11,Published in a refereed paper
